IP,CusMinerType,CusPower,CusHashrate,CusHashFreqRate,Enable
192.168.19.63,M21,,,,1
192.168.19.64,M21,,,,1
192.168.19.65,M21,,,,1
192.168.19.66,M21,,,,1
192.168.19.67,M21,,,,1
192.168.19.68,M21,,,,1
192.168.19.69,M21,,,,1
192.168.19.70,M21,,,,1
192.168.19.71,M21,,,,1
192.168.19.72,M21,,,,1
192.168.19.73,M21,,,,1
192.168.19.74,M21,,,,1
192.168.19.75,M21,,,,1
192.168.19.76,M21,,,,1
192.168.19.77,M21,,,,1
192.168.19.78,M21,,,,1
192.168.19.79,M21,,,,1
192.168.19.80,M21,,,,1
192.168.19.81,M21,,,,1
192.168.19.82,M21,,,,1
192.168.19.83,M21,,,,1
192.168.19.84,M21,,,,1
192.168.19.85,M21,,,,1
192.168.19.86,M21,,,,1
192.168.19.87,M21,,,,1
192.168.19.88,M21,,,,1
192.168.19.89,M21,,,,1
192.168.19.90,M21,,,,1
192.168.19.91,M21,,,,1
192.168.19.92,M21,,,,1
192.168.19.93,M21,,,,1
192.168.19.94,M21,,,,1
192.168.19.95,M21,,,,1
192.168.19.96,M21,,,,1
192.168.19.97,M21,,,,1
192.168.19.98,M21,,,,1
192.168.19.99,M21,,,,1
192.168.19.100,M21,,,,1
192.168.19.101,M21,,,,1
192.168.20.2,M21,,,,1
192.168.20.3,M21,,,,1
192.168.20.4,M21,,,,1
192.168.20.5,M21,,,,1
192.168.20.6,M21,,,,1
192.168.20.7,M21,,,,1
192.168.20.8,M21,,,,1
192.168.20.9,M21,,,,1
192.168.20.10,M21,,,,1
192.168.20.11,M21,,,,1
192.168.20.12,M21,,,,1
192.168.20.13,M21,,,,1
192.168.20.14,M21,,,,1
192.168.20.15,M21,,,,1
192.168.20.16,M21,,,,1
192.168.20.17,M21,,,,1
192.168.20.18,M21,,,,1
192.168.20.19,M21,,,,1
192.168.20.20,M21,,,,1
192.168.20.21,M21,,,,1
192.168.20.22,M21,,,,1
192.168.20.23,M21,,,,1
192.168.20.24,M21,,,,1
192.168.20.25,M21,,,,1
192.168.20.26,M21,,,,1
192.168.20.27,M21,,,,1
192.168.20.28,M21,,,,1
192.168.20.29,M21,,,,1
192.168.20.30,M21,,,,1
192.168.20.31,M21,,,,1
192.168.20.32,M21,,,,1
192.168.20.33,M21,,,,1
192.168.20.34,M21,,,,1
192.168.20.35,M21,,,,1
192.168.20.36,M21,,,,1
192.168.20.37,M21,,,,1
192.168.20.38,M21,,,,1
192.168.20.39,M21,,,,1
192.168.20.40,M21,,,,1
192.168.20.41,M21,,,,1
192.168.20.42,M21,,,,1
192.168.20.43,M21,,,,1
192.168.20.44,M21,,,,1
192.168.20.45,M21,,,,1
192.168.20.46,M21,,,,1
192.168.20.47,M21,,,,1
192.168.20.48,M21,,,,1
192.168.20.49,M21,,,,1
192.168.20.50,M21,,,,1
192.168.20.51,M21,,,,1
192.168.20.52,M21,,,,1
192.168.20.53,M21,,,,1
192.168.20.54,M21,,,,1
192.168.20.55,M21,,,,1
192.168.20.56,M21,,,,1
192.168.20.57,M21,,,,1
192.168.20.58,M21,,,,1
192.168.20.59,M21,,,,1
192.168.20.60,M21,,,,1
192.168.20.61,M21,,,,1
192.168.20.62,M21,,,,1
192.168.20.63,M21,,,,1
192.168.20.64,M21,,,,1
192.168.20.65,M21,,,,1
192.168.20.66,M21,,,,1
192.168.20.67,M21,,,,1
192.168.20.68,M21,,,,1
192.168.20.69,M21,,,,1
192.168.20.70,M21,,,,1
192.168.20.71,M21,,,,1
192.168.20.72,M21,,,,1
192.168.20.73,M21,,,,1
192.168.20.74,M21,,,,1
192.168.20.75,M21,,,,1
192.168.20.76,M21,,,,1
192.168.20.77,M21,,,,1
192.168.20.78,M21,,,,1
192.168.20.79,M21,,,,1
192.168.20.80,M21,,,,1
192.168.20.81,M21,,,,1
192.168.20.82,M21,,,,1
192.168.20.83,M21,,,,1
192.168.20.84,M21,,,,1
192.168.20.85,M21,,,,1
192.168.20.86,M21,,,,1
192.168.20.87,M21,,,,1
192.168.20.88,M21,,,,1
192.168.20.89,M21,,,,1
192.168.20.90,M21,,,,1
192.168.20.91,M21,,,,1
192.168.20.92,M21,,,,1
192.168.20.93,M21,,,,1
192.168.20.94,M21,,,,1
192.168.20.95,M21,,,,1
192.168.20.96,M21,,,,1
192.168.20.97,M21,,,,1
192.168.20.98,M21,,,,1
192.168.20.99,M21,,,,1
192.168.20.100,M21,,,,1
192.168.20.101,M21,,,,1
192.168.21.2,M21,,,,1
192.168.21.3,M21,,,,1
192.168.21.4,M21,,,,1
192.168.21.5,M21,,,,1
192.168.21.6,M21,,,,1
192.168.21.7,M21,,,,1
192.168.21.8,M21,,,,1
192.168.21.9,M21,,,,1
192.168.21.10,M21,,,,1
192.168.21.11,M21,,,,1
192.168.21.12,M21,,,,1
192.168.21.13,M21,,,,1
192.168.21.14,M21,,,,1
192.168.21.15,M21,,,,1
192.168.21.16,M21,,,,1
192.168.21.17,M21,,,,1
192.168.21.18,M21,,,,1
192.168.21.19,M21,,,,1
192.168.21.20,M21,,,,1
192.168.21.21,M21,,,,1
192.168.21.22,M21,,,,1
192.168.21.23,M21,,,,1
192.168.21.24,M21,,,,1
192.168.21.25,M21,,,,1
192.168.21.26,M21,,,,1
192.168.21.27,M21,,,,1
192.168.21.28,M21,,,,1
192.168.21.29,M21,,,,1
192.168.21.30,M21,,,,1
192.168.21.31,M21,,,,1
192.168.21.32,M21,,,,1
192.168.21.33,M21,,,,1
192.168.21.34,M21,,,,1
192.168.21.35,M21,,,,1
192.168.21.36,M21,,,,1
192.168.21.37,M21,,,,1
192.168.21.38,M21,,,,1
192.168.21.39,M21,,,,1
192.168.21.40,M21,,,,1
192.168.21.41,M21,,,,1
192.168.21.42,M21,,,,1
192.168.21.43,M21,,,,1
192.168.21.44,M21,,,,1
192.168.21.45,M21,,,,1
192.168.21.46,M21,,,,1
192.168.21.47,M21,,,,1
192.168.21.48,M21,,,,1
192.168.21.49,M21,,,,1
192.168.21.50,M21,,,,1
192.168.21.51,M21,,,,1
192.168.21.52,M21,,,,1
192.168.21.53,M21,,,,1
192.168.21.54,M21,,,,1
192.168.21.55,M21,,,,1
192.168.21.56,M21,,,,1
192.168.21.57,M21,,,,1
192.168.21.58,M21,,,,1
192.168.21.59,M21,,,,1
192.168.21.60,M21,,,,1
192.168.21.61,M21,,,,1
192.168.21.62,M21,,,,1
192.168.21.63,M21,,,,1
192.168.21.64,M21,,,,1
192.168.21.65,M21,,,,1
192.168.21.66,M21,,,,1
192.168.21.67,M21,,,,1
192.168.21.68,M21,,,,1
192.168.21.69,M21,,,,1
192.168.21.70,M21,,,,1
192.168.21.71,M21,,,,1
192.168.21.72,M21,,,,1
192.168.21.73,M21,,,,1
192.168.21.74,M21,,,,1
192.168.21.75,M21,,,,1
192.168.21.76,M21,,,,1
192.168.21.77,M21,,,,1
192.168.21.78,M21,,,,1
192.168.21.79,M21,,,,1
192.168.21.80,M21,,,,1
192.168.21.81,M21,,,,1
192.168.21.82,M21,,,,1
192.168.21.83,M21,,,,1
192.168.21.84,M21,,,,1
192.168.21.85,M21,,,,1
192.168.21.86,M21,,,,1
192.168.21.87,M21,,,,1
192.168.21.88,M21,,,,1
192.168.21.89,M21,,,,1
192.168.21.90,M21,,,,1
192.168.21.91,M21,,,,1
192.168.21.92,M21,,,,1
192.168.21.93,M21,,,,1
192.168.21.94,M21,,,,1
192.168.21.95,M21,,,,1
192.168.21.96,M21,,,,1
192.168.21.97,M21,,,,1
192.168.21.98,M21,,,,1
192.168.21.99,M21,,,,1
192.168.21.100,M21,,,,1
192.168.21.101,M21,,,,1
192.168.22.2,M21,,,,1
192.168.22.3,M21,,,,1
192.168.22.4,M21,,,,1
192.168.22.5,M21,,,,1
192.168.22.6,M21,,,,1
192.168.22.7,M21,,,,1
192.168.22.8,M21,,,,1
192.168.22.9,M21,,,,1
192.168.22.10,M21,,,,1
192.168.22.11,M21,,,,1
192.168.22.12,M21,,,,1
192.168.22.13,M21,,,,1
192.168.22.14,M21,,,,1
192.168.22.15,M21,,,,1
192.168.22.16,M21,,,,1
192.168.22.17,M21,,,,1
192.168.22.18,M21,,,,1
192.168.22.19,M21,,,,1
192.168.22.20,M21,,,,1
192.168.22.21,M21,,,,1
192.168.22.22,M21,,,,1
192.168.22.23,M21,,,,1
192.168.22.24,M21,,,,1
192.168.22.25,M21,,,,1
192.168.22.26,M21,,,,1
192.168.22.27,M21,,,,1
192.168.22.28,M21,,,,1
192.168.22.29,M21,,,,1
192.168.22.30,M21,,,,1
192.168.22.31,M21,,,,1
192.168.22.32,M21,,,,1
192.168.22.33,M21,,,,1
192.168.22.34,M21,,,,1
192.168.22.35,M21,,,,1
192.168.22.36,M21,,,,1
192.168.22.37,M21,,,,1
192.168.22.38,M21,,,,1
192.168.22.39,M21,,,,1
192.168.22.40,M21,,,,1
192.168.22.41,M21,,,,1
192.168.22.42,M21,,,,1
192.168.22.43,M21,,,,1
192.168.22.44,M21,,,,1
192.168.22.45,M21,,,,1
192.168.22.46,M21,,,,1
192.168.22.47,M21,,,,1
192.168.22.48,M21,,,,1
192.168.22.49,M21,,,,1
192.168.22.50,M21,,,,1
192.168.22.51,M21,,,,1
192.168.22.52,M21,,,,1
192.168.22.53,M21,,,,1
192.168.22.54,M21,,,,1
192.168.22.55,M21,,,,1
192.168.22.56,M21,,,,1
192.168.22.57,M21,,,,1
192.168.22.58,M21,,,,1
192.168.22.59,M21,,,,1
192.168.22.60,M21,,,,1
192.168.22.61,M21,,,,1
192.168.22.62,M21,,,,1
192.168.22.63,M21,,,,1
192.168.22.64,M21,,,,1
192.168.22.65,M21,,,,1
192.168.22.66,M21,,,,1
192.168.22.67,M21,,,,1
192.168.22.68,M21,,,,1
192.168.22.69,M21,,,,1
192.168.22.70,M21,,,,1
192.168.22.71,M21,,,,1
192.168.22.72,M21,,,,1
192.168.22.73,M21,,,,1
192.168.22.74,M21,,,,1
192.168.22.75,M21,,,,1
192.168.22.76,M21,,,,1
192.168.22.77,M21,,,,1
192.168.22.78,M21,,,,1
192.168.22.79,M21,,,,1
192.168.22.80,M21,,,,1
192.168.22.81,M21,,,,1
192.168.22.82,M21,,,,1
192.168.22.83,M21,,,,1
192.168.22.84,M21,,,,1
192.168.22.85,M21,,,,1
192.168.22.86,M21,,,,1
192.168.22.87,M21,,,,1
192.168.22.88,M21,,,,1
192.168.22.89,M21,,,,1
192.168.22.90,M21,,,,1
192.168.22.91,M21,,,,1
192.168.22.92,M21,,,,1
192.168.22.93,M21,,,,1
192.168.22.94,M21,,,,1
192.168.22.95,M21,,,,1
192.168.22.96,M21,,,,1
192.168.22.97,M21,,,,1
192.168.22.98,M21,,,,1
192.168.22.99,M21,,,,1
192.168.22.100,M21,,,,1
192.168.22.101,M21,,,,1
192.168.23.2,M21,,,,1
192.168.23.3,M21,,,,1
192.168.23.4,M21,,,,1
192.168.23.5,M21,,,,1
192.168.23.6,M21,,,,1
192.168.23.7,M21,,,,1
192.168.23.8,M21,,,,1
192.168.23.9,M21,,,,1
192.168.23.10,M21,,,,1
192.168.23.11,M21,,,,1
192.168.23.12,M21,,,,1
192.168.23.13,M21,,,,1
192.168.23.14,M21,,,,1
192.168.23.15,M21,,,,1
192.168.23.16,M21,,,,1
192.168.23.17,M21,,,,1
192.168.23.18,M21,,,,1
192.168.23.19,M21,,,,1
192.168.23.20,M21,,,,1
192.168.23.21,M21,,,,1
192.168.23.22,M21,,,,1
192.168.23.23,M21,,,,1
192.168.23.24,M21,,,,1
192.168.23.25,M21,,,,1
192.168.23.26,M21,,,,1
192.168.23.27,M21,,,,1
192.168.23.28,M21,,,,1
192.168.23.29,M21,,,,1
192.168.23.30,M21,,,,1
192.168.23.31,M21,,,,1
192.168.23.32,M21,,,,1
192.168.23.33,M21,,,,1
192.168.23.34,M21,,,,1
192.168.23.35,M21,,,,1
192.168.23.36,M21,,,,1
192.168.23.37,M21,,,,1
192.168.23.38,M21,,,,1
192.168.23.39,M21,,,,1
192.168.23.40,M21,,,,1
192.168.23.41,M21,,,,1
192.168.23.42,M21,,,,1
192.168.23.43,M21,,,,1
192.168.23.44,M21,,,,1
192.168.23.45,M21,,,,1
192.168.23.46,M21,,,,1
192.168.23.47,M21,,,,1
192.168.23.48,M21,,,,1
192.168.23.49,M21,,,,1
192.168.23.50,M21,,,,1
192.168.23.51,M21,,,,1
192.168.23.52,M21,,,,1
192.168.23.53,M21,,,,1
192.168.23.54,M21,,,,1
192.168.23.55,M21,,,,1
192.168.23.56,M21,,,,1
192.168.23.57,M21,,,,1
192.168.23.58,M21,,,,1
192.168.23.59,M21,,,,1
192.168.23.60,M21,,,,1
192.168.23.61,M21,,,,1
192.168.23.62,M21,,,,1
192.168.23.63,M21,,,,1
192.168.23.64,M21,,,,1
192.168.23.65,M21,,,,1
192.168.23.66,M21,,,,1
192.168.23.67,M21,,,,1
192.168.23.68,M21,,,,1
192.168.23.69,M21,,,,1
192.168.23.70,M21,,,,1
192.168.23.71,M21,,,,1
192.168.23.72,M21,,,,1
192.168.23.73,M21,,,,1
192.168.23.74,M21,,,,1
192.168.23.75,M21,,,,1
192.168.23.76,M21,,,,1
192.168.23.77,M21,,,,1
192.168.23.78,M21,,,,1
192.168.23.79,M21,,,,1
192.168.23.80,M21,,,,1
192.168.23.81,M21,,,,1
192.168.23.82,M21,,,,1
192.168.23.83,M21,,,,1
192.168.23.84,M21,,,,1
192.168.23.85,M21,,,,1
192.168.23.86,M21,,,,1
192.168.23.87,M21,,,,1
192.168.23.88,M21,,,,1
192.168.23.89,M21,,,,1
192.168.23.90,M21,,,,1
192.168.23.91,M21,,,,1
192.168.23.92,M21,,,,1
192.168.23.93,M21,,,,1
192.168.23.94,M21,,,,1
192.168.23.95,M21,,,,1
192.168.23.96,M21,,,,1
192.168.23.97,M21,,,,1
192.168.23.98,M21,,,,1
192.168.23.99,M21,,,,1
192.168.23.100,M21,,,,1
192.168.23.101,M21,,,,1
192.168.24.2,M21,,,,1
192.168.24.3,M21,,,,1
192.168.24.4,M21,,,,1
192.168.24.5,M21,,,,1
192.168.24.6,M21,,,,1
192.168.24.7,M21,,,,1
192.168.24.8,M21,,,,1
192.168.24.9,M21,,,,1
192.168.24.10,M21,,,,1
192.168.24.11,M21,,,,1
192.168.24.12,M21,,,,1
192.168.24.13,M21,,,,1
192.168.24.14,M21,,,,1
192.168.24.15,M21,,,,1
192.168.24.16,M21,,,,1
192.168.24.17,M21,,,,1
192.168.24.18,M21,,,,1
192.168.24.19,M21,,,,1
192.168.24.20,M21,,,,1
192.168.24.21,M21,,,,1
192.168.24.22,M21,,,,1
192.168.24.23,M21,,,,1
192.168.24.24,M21,,,,1
192.168.24.25,M21,,,,1
192.168.24.26,M21,,,,1
192.168.24.27,M21,,,,1
192.168.24.28,M21,,,,1
192.168.24.29,M21,,,,1
192.168.24.30,M21,,,,1
192.168.24.31,M21,,,,1
192.168.24.32,M21,,,,1
192.168.24.33,M21,,,,1
192.168.24.34,M21,,,,1
192.168.24.35,M21,,,,1
192.168.24.36,M21,,,,1
192.168.24.37,M21,,,,1
192.168.24.38,M21,,,,1
192.168.24.39,M21,,,,1
192.168.24.40,M21,,,,1
192.168.24.41,M21,,,,1
192.168.24.42,M21,,,,1
192.168.24.43,M21,,,,1
192.168.24.44,M21,,,,1
192.168.24.45,M21,,,,1
192.168.24.46,M21,,,,1
192.168.24.47,M21,,,,1
192.168.24.48,M21,,,,1
192.168.24.49,M21,,,,1
192.168.24.50,M21,,,,1
192.168.24.51,M21,,,,1
192.168.24.52,M21,,,,1
192.168.24.53,M21,,,,1
192.168.24.54,M21,,,,1
192.168.24.55,M21,,,,1
192.168.24.56,M21,,,,1
192.168.24.57,M21,,,,1
192.168.24.58,M21,,,,1
192.168.24.59,M21,,,,1
192.168.24.60,M21,,,,1
192.168.24.61,M21,,,,1
192.168.24.62,M21,,,,1
192.168.24.63,M21,,,,1
192.168.24.64,M21,,,,1
192.168.24.65,M21,,,,1
192.168.24.66,M21,,,,1
192.168.24.67,M21,,,,1
192.168.24.68,M21,,,,1
192.168.24.69,M21,,,,1
192.168.24.70,M21,,,,1
192.168.24.71,M21,,,,1
192.168.24.72,M21,,,,1
192.168.24.73,M21,,,,1
192.168.24.74,M21,,,,1
192.168.24.75,M21,,,,1
192.168.24.76,M21,,,,1
192.168.24.77,M21,,,,1
192.168.24.78,M21,,,,1
192.168.24.79,M21,,,,1
192.168.24.80,M21,,,,1
192.168.24.81,M21,,,,1
192.168.24.82,M21,,,,1
192.168.24.83,M21,,,,1
192.168.24.84,M21,,,,1
192.168.24.85,M21,,,,1
192.168.24.86,M21,,,,1
192.168.24.87,M21,,,,1
192.168.24.88,M21,,,,1
192.168.24.89,M21,,,,1
192.168.24.90,M21,,,,1
192.168.24.91,M21,,,,1
192.168.24.92,M21,,,,1
192.168.24.93,M21,,,,1
192.168.24.94,M21,,,,1
192.168.24.95,M21,,,,1
192.168.24.96,M21,,,,1
192.168.24.97,M21,,,,1
192.168.24.98,M21,,,,1
192.168.24.99,M21,,,,1
192.168.24.100,M21,,,,1
192.168.24.101,M21,,,,1
192.168.25.2,M21,,,,1
192.168.25.3,M21,,,,1
192.168.25.4,M21,,,,1
192.168.25.5,M21,,,,1
192.168.25.6,M21,,,,1
192.168.25.7,M21,,,,1
192.168.25.8,M21,,,,1
192.168.25.9,M21,,,,1
192.168.25.10,M21,,,,1
192.168.25.11,M21,,,,1
192.168.25.12,M21,,,,1
192.168.25.13,M21,,,,1
192.168.25.14,M21,,,,1
192.168.25.15,M21,,,,1
192.168.25.16,M21,,,,1
192.168.25.17,M21,,,,1
192.168.25.18,M21,,,,1
192.168.25.19,M21,,,,1
192.168.25.20,M21,,,,1
192.168.25.21,M21,,,,1
192.168.25.22,M21,,,,1
192.168.25.23,M21,,,,1
192.168.25.24,M21,,,,1
192.168.25.25,M21,,,,1
192.168.25.26,M21,,,,1
192.168.25.27,M21,,,,1
192.168.25.28,M21,,,,1
192.168.25.29,M21,,,,1
192.168.25.30,M21,,,,1
192.168.25.31,M21,,,,1
192.168.25.32,M21,,,,1
192.168.25.33,M21,,,,1
192.168.25.34,M21,,,,1
192.168.25.35,M21,,,,1
192.168.25.36,M21,,,,1
192.168.25.37,M21,,,,1
192.168.25.38,M21,,,,1
192.168.25.39,M21,,,,1
192.168.25.40,M21,,,,1
192.168.25.41,M21,,,,1
192.168.25.42,M21,,,,1
192.168.25.43,M21,,,,1
192.168.25.44,M21,,,,1
192.168.25.45,M21,,,,1
192.168.25.46,M21,,,,1
192.168.25.47,M21,,,,1
192.168.25.48,M21,,,,1
192.168.25.49,M21,,,,1
192.168.25.50,M21,,,,1
192.168.25.51,M21,,,,1
192.168.25.52,M21,,,,1
192.168.25.53,M21,,,,1
192.168.25.54,M21,,,,1
192.168.25.55,M21,,,,1
192.168.25.56,M21,,,,1
192.168.25.57,M21,,,,1
192.168.25.58,M21,,,,1
192.168.25.59,M21,,,,1
192.168.25.60,M21,,,,1
192.168.25.61,M21,,,,1
192.168.25.62,M21,,,,1
192.168.25.63,M21,,,,1
192.168.25.64,M21,,,,1
192.168.25.65,M21,,,,1
192.168.25.66,M21,,,,1
192.168.25.67,M21,,,,1
192.168.25.68,M21,,,,1
192.168.25.69,M21,,,,1
192.168.25.70,M21,,,,1
192.168.25.71,M21,,,,1
192.168.25.72,M21,,,,1
192.168.25.73,M21,,,,1
192.168.25.74,M21,,,,1
192.168.25.75,M21,,,,1
192.168.25.76,M21,,,,1
192.168.25.77,M21,,,,1
192.168.25.78,M21,,,,1
192.168.25.79,M21,,,,1
192.168.25.80,M21,,,,1
192.168.25.81,M21,,,,1
192.168.25.82,M21,,,,1
192.168.25.83,M21,,,,1
192.168.25.84,M21,,,,1
192.168.25.85,M21,,,,1
192.168.25.86,M21,,,,1
192.168.25.87,M21,,,,1
192.168.25.88,M21,,,,1
192.168.25.89,M21,,,,1
192.168.25.90,M21,,,,1
192.168.25.91,M21,,,,1
192.168.25.92,M21,,,,1
192.168.25.93,M21,,,,1
192.168.25.94,M21,,,,1
192.168.25.95,M21,,,,1
192.168.25.96,M21,,,,1
192.168.25.97,M21,,,,1
192.168.25.98,M21,,,,1
192.168.25.99,M21,,,,1
192.168.25.100,M21,,,,1
192.168.25.101,M21,,,,1
192.168.26.2,M21,,,,1
192.168.26.3,M21,,,,1
192.168.26.4,M21,,,,1
192.168.26.5,M21,,,,1
192.168.26.6,M21,,,,1
192.168.26.7,M21,,,,1
192.168.26.8,M21,,,,1
192.168.26.9,M21,,,,1
192.168.26.10,M21,,,,1
192.168.26.11,M21,,,,1
192.168.26.12,M21,,,,1
192.168.26.13,M21,,,,1
192.168.26.14,M21,,,,1
192.168.26.15,M21,,,,1
192.168.26.16,M21,,,,1
192.168.26.17,M21,,,,1
192.168.26.18,M21,,,,1
192.168.26.19,M21,,,,1
192.168.26.20,M21,,,,1
192.168.26.21,M21,,,,1
192.168.26.22,M21,,,,1
192.168.26.23,M21,,,,1
192.168.26.24,M21,,,,1
192.168.26.25,M21,,,,1
192.168.26.26,M21,,,,1
192.168.26.27,M21,,,,1
192.168.26.28,M21,,,,1
192.168.26.29,M21,,,,1
192.168.26.30,M21,,,,1
192.168.26.31,M21,,,,1
192.168.26.32,M21,,,,1
192.168.26.33,M21,,,,1
192.168.26.34,M21,,,,1
192.168.26.35,M21,,,,1
192.168.26.36,M21,,,,1
192.168.26.37,M21,,,,1
192.168.26.38,M21,,,,1
192.168.26.39,M21,,,,1
192.168.26.40,M21,,,,1
192.168.26.41,M21,,,,1
192.168.26.42,M21,,,,1
192.168.26.43,M21,,,,1
192.168.26.44,M21,,,,1
192.168.26.45,M21,,,,1
192.168.26.46,M21,,,,1
192.168.26.47,M21,,,,1
192.168.26.48,M21,,,,1
192.168.26.49,M21,,,,1
192.168.26.50,M21,,,,1
192.168.26.51,M21,,,,1
192.168.26.52,M21,,,,1
192.168.26.53,M21,,,,1
192.168.26.54,M21,,,,1
192.168.26.55,M21,,,,1
192.168.26.56,M21,,,,1
192.168.26.57,M21,,,,1
192.168.26.58,M21,,,,1
192.168.26.59,M21,,,,1
192.168.26.60,M21,,,,1
192.168.26.61,M21,,,,1
192.168.26.62,M21,,,,1
192.168.26.63,M21,,,,1
192.168.26.64,M21,,,,1
192.168.26.65,M21,,,,1
192.168.26.66,M21,,,,1
192.168.26.67,M21,,,,1
192.168.26.68,M21,,,,1
192.168.26.69,M21,,,,1
192.168.26.70,M21,,,,1
192.168.26.71,M21,,,,1
192.168.26.72,M21,,,,1
192.168.26.73,M21,,,,1
192.168.26.74,M21,,,,1
192.168.26.75,M21,,,,1
192.168.26.76,M21,,,,1
192.168.26.77,M21,,,,1
192.168.26.78,M21,,,,1
192.168.26.79,M21,,,,1
192.168.26.80,M21,,,,1
192.168.26.81,M21,,,,1
192.168.26.82,M21,,,,1
192.168.26.83,M21,,,,1
192.168.26.84,M21,,,,1
192.168.26.85,M21,,,,1
192.168.26.86,M21,,,,1
192.168.26.87,M21,,,,1
192.168.26.88,M21,,,,1
192.168.26.89,M21,,,,1
192.168.26.90,M21,,,,1
192.168.26.91,M21,,,,1
192.168.26.92,M21,,,,1
192.168.26.93,M21,,,,1
192.168.26.94,M21,,,,1
192.168.26.95,M21,,,,1
192.168.26.96,M21,,,,1
192.168.26.97,M21,,,,1
192.168.26.98,M21,,,,1
192.168.26.99,M21,,,,1
192.168.26.100,M21,,,,1
192.168.26.101,M21,,,,1
192.168.27.2,M21,,,,1
192.168.27.3,M21,,,,1
192.168.27.4,M21,,,,1
192.168.27.5,M21,,,,1
192.168.27.6,M21,,,,1
192.168.27.7,M21,,,,1
192.168.27.8,M21,,,,1
192.168.27.9,M21,,,,1
192.168.27.10,M21,,,,1
192.168.27.11,M21,,,,1
192.168.27.12,M21,,,,1
192.168.27.13,M21,,,,1
192.168.27.14,M21,,,,1
192.168.27.15,M21,,,,1
192.168.27.16,M21,,,,1
192.168.27.17,M21,,,,1
192.168.27.18,M21,,,,1
192.168.27.19,M21,,,,1
192.168.27.20,M21,,,,1
192.168.27.21,M21,,,,1
192.168.27.22,M21,,,,1
192.168.27.23,M21,,,,1
192.168.27.24,M21,,,,1
192.168.27.25,M21,,,,1
192.168.27.26,M21,,,,1
192.168.27.27,M21,,,,1
192.168.27.28,M21,,,,1
192.168.27.29,M21,,,,1
192.168.27.30,M21,,,,1
192.168.27.31,M21,,,,1
192.168.27.32,M21,,,,1
192.168.27.33,M21,,,,1
192.168.27.34,M21,,,,1
192.168.27.35,M21,,,,1
192.168.27.36,M21,,,,1
192.168.27.37,M21,,,,1
192.168.27.38,M21,,,,1
192.168.27.39,M21,,,,1
192.168.27.40,M21,,,,1
192.168.27.41,M21,,,,1
192.168.27.42,M21,,,,1
192.168.27.43,M21,,,,1
192.168.27.44,M21,,,,1
192.168.27.45,M21,,,,1
192.168.27.46,M21,,,,1
192.168.27.47,M21,,,,1
192.168.27.48,M21,,,,1
192.168.27.49,M21,,,,1
192.168.27.50,M21,,,,1
192.168.27.51,M21,,,,1
192.168.27.52,M21,,,,1
192.168.27.53,M21,,,,1
192.168.27.54,M21,,,,1
192.168.27.55,M21,,,,1
192.168.27.56,M21,,,,1
192.168.27.57,M21,,,,1
192.168.27.58,M21,,,,1
192.168.27.59,M21,,,,1
192.168.27.60,M21,,,,1
192.168.27.61,M21,,,,1
192.168.27.62,M21,,,,1
192.168.27.63,M21,,,,1
192.168.27.64,M21,,,,1
192.168.27.65,M21,,,,1
192.168.27.66,M21,,,,1
192.168.27.67,M21,,,,1
192.168.27.68,M21,,,,1
192.168.27.69,M21,,,,1
192.168.27.70,M21,,,,1
192.168.27.71,M21,,,,1
192.168.27.72,M21,,,,1
192.168.27.73,M21,,,,1
192.168.27.74,M21,,,,1
192.168.27.75,M21,,,,1
192.168.27.76,M21,,,,1
192.168.27.77,M21,,,,1
192.168.27.78,M21,,,,1
192.168.27.79,M21,,,,1
192.168.27.80,M21,,,,1
192.168.27.81,M21,,,,1
192.168.27.82,M21,,,,1
192.168.27.83,M21,,,,1
192.168.27.84,M21,,,,1
192.168.27.85,M21,,,,1
192.168.27.86,M21,,,,1
192.168.27.87,M21,,,,1
192.168.27.88,M21,,,,1
192.168.27.89,M21,,,,1
192.168.27.90,M21,,,,1
192.168.27.91,M21,,,,1
192.168.27.92,M21,,,,1
192.168.27.93,M21,,,,1
192.168.27.94,M21,,,,1
192.168.27.95,M21,,,,1
192.168.27.96,M21,,,,1
192.168.27.97,M21,,,,1
192.168.27.98,M21,,,,1
192.168.27.99,M21,,,,1
192.168.27.100,M21,,,,1
192.168.27.101,M21,,,,1
192.168.28.2,M21,,,,1
192.168.28.3,M21,,,,1
192.168.28.4,M21,,,,1
192.168.28.5,M21,,,,1
192.168.28.6,M21,,,,1
192.168.28.7,M21,,,,1
192.168.28.8,M21,,,,1
192.168.28.9,M21,,,,1
192.168.28.10,M21,,,,1
192.168.28.11,M21,,,,1
192.168.28.12,M21,,,,1
192.168.28.13,M21,,,,1
192.168.28.14,M21,,,,1
192.168.28.15,M21,,,,1
192.168.28.16,M21,,,,1
192.168.28.17,M21,,,,1
192.168.28.18,M21,,,,1
192.168.28.19,M21,,,,1
192.168.28.20,M21,,,,1
192.168.28.21,M21,,,,1
192.168.28.22,M21,,,,1
192.168.28.23,M21,,,,1
192.168.28.24,M21,,,,1
192.168.28.25,M21,,,,1
192.168.28.26,M21,,,,1
192.168.28.27,M21,,,,1
192.168.28.28,M21,,,,1
192.168.28.29,M21,,,,1
192.168.28.30,M21,,,,1
192.168.28.31,M21,,,,1
192.168.28.32,M21,,,,1
192.168.28.33,M21,,,,1
192.168.28.34,M21,,,,1
