IP,CusMinerType,CusPower,CusHashrate,CusHashFreqRate,Enable
192.168.28.35,M21,,,,1
192.168.28.36,M21,,,,1
192.168.28.37,M21,,,,1
192.168.28.38,M21,,,,1
192.168.28.39,M21,,,,1
192.168.28.40,M21,,,,1
192.168.28.41,M21,,,,1
192.168.28.42,M21,,,,1
192.168.28.43,M21,,,,1
192.168.28.44,M21,,,,1
192.168.28.45,M21,,,,1
192.168.28.46,M21,,,,1
192.168.28.47,M21,,,,1
192.168.28.48,M21,,,,1
192.168.28.49,M21,,,,1
192.168.28.50,M21,,,,1
192.168.28.51,M21,,,,1
192.168.28.52,M21,,,,1
192.168.28.53,M21,,,,1
192.168.28.54,M21,,,,1
192.168.28.55,M21,,,,1
192.168.28.56,M21,,,,1
192.168.28.57,M21,,,,1
192.168.28.58,M21,,,,1
192.168.28.59,M21,,,,1
192.168.28.60,M21,,,,1
192.168.28.61,M21,,,,1
192.168.28.62,M21,,,,1
192.168.28.63,M21,,,,1
192.168.28.64,M21,,,,1
192.168.28.65,M21,,,,1
192.168.28.66,M21,,,,1
192.168.28.67,M21,,,,1
192.168.28.68,M21,,,,1
192.168.28.69,M21,,,,1
192.168.28.70,M21,,,,1
192.168.28.71,M21,,,,1
192.168.28.72,M21,,,,1
192.168.28.73,M21,,,,1
192.168.28.74,M21,,,,1
192.168.28.75,M21,,,,1
192.168.28.76,M21,,,,1
192.168.28.77,M21,,,,1
192.168.28.78,M21,,,,1
192.168.28.79,M21,,,,1
192.168.28.80,M21,,,,1
192.168.28.81,M21,,,,1
192.168.28.82,M21,,,,1
192.168.28.83,M21,,,,1
192.168.28.84,M21,,,,1
192.168.28.85,M21,,,,1
192.168.28.86,M21,,,,1
192.168.28.87,M21,,,,1
192.168.28.88,M21,,,,1
192.168.28.89,M21,,,,1
192.168.28.90,M21,,,,1
192.168.28.91,M21,,,,1
192.168.28.92,M21,,,,1
192.168.28.93,M21,,,,1
192.168.28.94,M21,,,,1
192.168.28.95,M21,,,,1
192.168.28.96,M21,,,,1
192.168.28.97,M21,,,,1
192.168.28.98,M21,,,,1
192.168.28.99,M21,,,,1
192.168.28.100,M21,,,,1
192.168.28.101,M21,,,,1
192.168.29.2,M21,,,,1
192.168.29.3,M21,,,,1
192.168.29.4,M21,,,,1
192.168.29.5,M21,,,,1
192.168.29.6,M21,,,,1
192.168.29.7,M21,,,,1
192.168.29.8,M21,,,,1
192.168.29.9,M21,,,,1
192.168.29.10,M21,,,,1
192.168.29.11,M21,,,,1
192.168.29.12,M21,,,,1
192.168.29.13,M21,,,,1
192.168.29.14,M21,,,,1
192.168.29.15,M21,,,,1
192.168.29.16,M21,,,,1
192.168.29.17,M21,,,,1
192.168.29.18,M21,,,,1
192.168.29.19,M21,,,,1
192.168.29.20,M21,,,,1
192.168.29.21,M21,,,,1
192.168.29.22,M21,,,,1
192.168.29.23,M21,,,,1
192.168.29.24,M21,,,,1
192.168.29.25,M21,,,,1
192.168.29.26,M21,,,,1
192.168.29.27,M21,,,,1
192.168.29.28,M21,,,,1
192.168.29.29,M21,,,,1
192.168.29.30,M21,,,,1
192.168.29.31,M21,,,,1
192.168.29.32,M21,,,,1
192.168.29.33,M21,,,,1
192.168.29.34,M21,,,,1
192.168.29.35,M21,,,,1
192.168.29.36,M21,,,,1
192.168.29.37,M21,,,,1
192.168.29.38,M21,,,,1
192.168.29.39,M21,,,,1
192.168.29.40,M21,,,,1
192.168.29.41,M21,,,,1
192.168.29.42,M21,,,,1
192.168.29.43,M21,,,,1
192.168.29.44,M21,,,,1
192.168.29.45,M21,,,,1
192.168.29.46,M21,,,,1
192.168.29.47,M21,,,,1
192.168.29.48,M21,,,,1
192.168.29.49,M21,,,,1
192.168.29.50,M21,,,,1
192.168.29.51,M21,,,,1
192.168.29.52,M21,,,,1
192.168.29.53,M21,,,,1
192.168.29.54,M21,,,,1
192.168.29.55,M21,,,,1
192.168.29.56,M21,,,,1
192.168.29.57,M21,,,,1
192.168.29.58,M21,,,,1
192.168.29.59,M21,,,,1
192.168.29.60,M21,,,,1
192.168.29.61,M21,,,,1
192.168.29.62,M21,,,,1
192.168.29.63,M21,,,,1
192.168.29.64,M21,,,,1
192.168.29.65,M21,,,,1
192.168.29.66,M21,,,,1
192.168.29.67,M21,,,,1
192.168.29.68,M21,,,,1
192.168.29.69,M21,,,,1
192.168.29.70,M21,,,,1
192.168.29.71,M21,,,,1
192.168.29.72,M21,,,,1
192.168.29.73,M21,,,,1
192.168.29.74,M21,,,,1
192.168.29.75,M21,,,,1
192.168.29.76,M21,,,,1
192.168.29.77,M21,,,,1
192.168.29.78,M21,,,,1
192.168.29.79,M21,,,,1
192.168.29.80,M21,,,,1
192.168.29.81,M21,,,,1
192.168.29.82,M21,,,,1
192.168.29.83,M21,,,,1
192.168.29.84,M21,,,,1
192.168.29.85,M21,,,,1
192.168.29.86,M21,,,,1
192.168.29.87,M21,,,,1
192.168.29.88,M21,,,,1
192.168.29.89,M21,,,,1
192.168.29.90,M21,,,,1
192.168.29.91,M21,,,,1
192.168.29.92,M21,,,,1
192.168.29.93,M21,,,,1
192.168.29.94,M21,,,,1
192.168.29.95,M21,,,,1
192.168.29.96,M21,,,,1
192.168.29.97,M21,,,,1
192.168.29.98,M21,,,,1
192.168.29.99,M21,,,,1
192.168.29.100,M21,,,,1
192.168.29.101,M21,,,,1
192.168.30.2,M21,,,,1
192.168.30.3,M21,,,,1
192.168.30.4,M21,,,,1
192.168.30.5,M21,,,,1
192.168.30.6,M21,,,,1
192.168.30.7,M21,,,,1
192.168.30.8,M21,,,,1
192.168.30.9,M21,,,,1
192.168.30.10,M21,,,,1
192.168.30.11,M21,,,,1
192.168.30.12,M21,,,,1
192.168.30.13,M21,,,,1
192.168.30.14,M21,,,,1
192.168.30.15,M21,,,,1
192.168.30.16,M21,,,,1
192.168.30.17,M21,,,,1
192.168.30.18,M21,,,,1
192.168.30.19,M21,,,,1
192.168.30.20,M21,,,,1
192.168.30.21,M21,,,,1
192.168.30.22,M21,,,,1
192.168.30.23,M21,,,,1
192.168.30.24,M21,,,,1
192.168.30.25,M21,,,,1
192.168.30.26,M21,,,,1
192.168.30.27,M21,,,,1
192.168.30.28,M21,,,,1
192.168.30.29,M21,,,,1
192.168.30.30,M21,,,,1
192.168.30.31,M21,,,,1
192.168.30.32,M21,,,,1
192.168.30.33,M21,,,,1
192.168.30.34,M21,,,,1
192.168.30.35,M21,,,,1
192.168.30.36,M21,,,,1
192.168.30.37,M21,,,,1
192.168.30.38,M21,,,,1
192.168.30.39,M21,,,,1
192.168.30.40,M21,,,,1
192.168.30.41,M21,,,,1
192.168.30.42,M21,,,,1
192.168.30.43,M21,,,,1
192.168.30.44,M21,,,,1
192.168.30.45,M21,,,,1
192.168.30.46,M21,,,,1
192.168.30.47,M21,,,,1
192.168.30.48,M21,,,,1
192.168.30.49,M21,,,,1
192.168.30.50,M21,,,,1
192.168.30.51,M21,,,,1
192.168.30.52,M21,,,,1
192.168.30.53,M21,,,,1
192.168.30.54,M21,,,,1
192.168.30.55,M21,,,,1
192.168.30.56,M21,,,,1
192.168.30.57,M21,,,,1
192.168.30.58,M21,,,,1
192.168.30.59,M21,,,,1
192.168.30.60,M21,,,,1
192.168.30.61,M21,,,,1
192.168.30.62,M21,,,,1
192.168.30.63,M21,,,,1
192.168.30.64,M21,,,,1
192.168.30.65,M21,,,,1
192.168.30.66,M21,,,,1
192.168.30.67,M21,,,,1
192.168.30.68,M21,,,,1
192.168.30.69,M21,,,,1
192.168.30.70,M21,,,,1
192.168.30.71,M21,,,,1
192.168.30.72,M21,,,,1
192.168.30.73,M21,,,,1
192.168.30.74,M21,,,,1
192.168.30.75,M21,,,,1
192.168.30.76,M21,,,,1
192.168.30.77,M21,,,,1
192.168.30.78,M21,,,,1
192.168.30.79,M21,,,,1
192.168.30.80,M21,,,,1
192.168.30.81,M21,,,,1
192.168.30.82,M21,,,,1
192.168.30.83,M21,,,,1
192.168.30.84,M21,,,,1
192.168.30.85,M21,,,,1
192.168.30.86,M21,,,,1
192.168.30.87,M21,,,,1
192.168.30.88,M21,,,,1
192.168.30.89,M21,,,,1
192.168.30.90,M21,,,,1
192.168.30.91,M21,,,,1
192.168.30.92,M21,,,,1
192.168.30.93,M21,,,,1
192.168.30.94,M21,,,,1
192.168.30.95,M21,,,,1
192.168.30.96,M21,,,,1
192.168.30.97,M21,,,,1
192.168.30.98,M21,,,,1
192.168.30.99,M21,,,,1
192.168.30.100,M21,,,,1
192.168.30.101,M21,,,,1
192.168.31.2,M21,,,,1
192.168.31.3,M21,,,,1
192.168.31.4,M21,,,,1
192.168.31.5,M21,,,,1
192.168.31.6,M21,,,,1
192.168.31.7,M21,,,,1
192.168.31.8,M21,,,,1
192.168.31.9,M21,,,,1
192.168.31.10,M21,,,,1
192.168.31.11,M21,,,,1
192.168.31.12,M21,,,,1
192.168.31.13,M21,,,,1
192.168.31.14,M21,,,,1
192.168.31.15,M21,,,,1
192.168.31.16,M21,,,,1
192.168.31.17,M21,,,,1
192.168.31.18,M21,,,,1
192.168.31.19,M21,,,,1
192.168.31.20,M21,,,,1
192.168.31.21,M21,,,,1
192.168.31.22,M21,,,,1
192.168.31.23,M21,,,,1
192.168.31.24,M21,,,,1
192.168.31.25,M21,,,,1
192.168.31.26,M21,,,,1
192.168.31.27,M21,,,,1
192.168.31.28,M21,,,,1
192.168.31.29,M21,,,,1
192.168.31.30,M21,,,,1
192.168.31.31,M21,,,,1
192.168.31.32,M21,,,,1
192.168.31.33,M21,,,,1
192.168.31.34,M21,,,,1
192.168.31.35,M21,,,,1
192.168.31.36,M21,,,,1
192.168.31.37,M21,,,,1
192.168.31.38,M21,,,,1
192.168.31.39,M21,,,,1
192.168.31.40,M21,,,,1
192.168.31.41,M21,,,,1
192.168.31.42,M21,,,,1
192.168.31.43,M21,,,,1
192.168.31.44,M21,,,,1
192.168.31.45,M21,,,,1
192.168.31.46,M21,,,,1
192.168.31.47,M21,,,,1
192.168.31.48,M21,,,,1
192.168.31.49,M21,,,,1
192.168.31.50,M21,,,,1
192.168.31.51,M21,,,,1
192.168.31.52,M21,,,,1
192.168.31.53,M21,,,,1
192.168.31.54,M21,,,,1
192.168.31.55,M21,,,,1
192.168.31.56,M21,,,,1
192.168.31.57,M21,,,,1
192.168.31.58,M21,,,,1
192.168.31.59,M21,,,,1
192.168.31.60,M21,,,,1
192.168.31.61,M21,,,,1
192.168.31.62,M21,,,,1
192.168.31.63,M21,,,,1
192.168.31.64,M21,,,,1
192.168.31.65,M21,,,,1
192.168.31.66,M21,,,,1
192.168.31.67,M21,,,,1
192.168.31.68,M21,,,,1
192.168.31.69,M21,,,,1
192.168.31.70,M21,,,,1
192.168.31.71,M21,,,,1
192.168.31.72,M21,,,,1
192.168.31.73,M21,,,,1
192.168.31.74,M21,,,,1
192.168.31.75,M21,,,,1
192.168.31.76,M21,,,,1
192.168.31.77,M21,,,,1
192.168.31.78,M21,,,,1
192.168.31.79,M21,,,,1
192.168.31.80,M21,,,,1
192.168.31.81,M21,,,,1
192.168.31.82,M21,,,,1
192.168.31.83,M21,,,,1
192.168.31.84,M21,,,,1
192.168.31.85,M21,,,,1
192.168.31.86,M21,,,,1
192.168.31.87,M21,,,,1
192.168.31.88,M21,,,,1
192.168.31.89,M21,,,,1
192.168.31.90,M21,,,,1
192.168.31.91,M21,,,,1
192.168.31.92,M21,,,,1
192.168.31.93,M21,,,,1
192.168.31.94,M21,,,,1
192.168.31.95,M21,,,,1
192.168.31.96,M21,,,,1
192.168.31.97,M21,,,,1
192.168.31.98,M21,,,,1
192.168.31.99,M21,,,,1
192.168.31.100,M21,,,,1
192.168.31.101,M21,,,,1
192.168.31.102,M21,,,,1
192.168.31.103,M21,,,,1
192.168.31.104,M21,,,,1
192.168.31.105,M21,,,,1
192.168.31.106,M21,,,,1
192.168.31.107,M21,,,,1
192.168.31.108,M21,,,,1
192.168.31.109,M21,,,,1
192.168.31.110,M21,,,,1
192.168.31.111,M21,,,,1
192.168.31.112,M21,,,,1
192.168.31.113,M21,,,,1
192.168.31.114,M21,,,,1
192.168.31.115,M21,,,,1
192.168.31.116,M21,,,,1
192.168.31.117,M21,,,,1
192.168.31.118,M21,,,,1
192.168.31.119,M21,,,,1
192.168.31.120,M21,,,,1
192.168.31.121,M21,,,,1
192.168.31.122,M21,,,,1
192.168.31.123,M21,,,,1
192.168.31.124,M21,,,,1
192.168.31.125,M21,,,,1
192.168.31.126,M21,,,,1
192.168.31.127,M21,,,,1
192.168.31.128,M21,,,,1
192.168.31.129,M21,,,,1
192.168.31.130,M21,,,,1
192.168.31.131,M21,,,,1
192.168.31.132,M21,,,,1
192.168.31.133,M21,,,,1
192.168.31.134,M21,,,,1
192.168.31.135,M21,,,,1
192.168.31.136,M21,,,,1
192.168.31.137,M21,,,,1
192.168.31.138,M21,,,,1
192.168.31.139,M21,,,,1
192.168.31.140,M21,,,,1
192.168.31.141,M21,,,,1
192.168.31.142,M21,,,,1
192.168.31.143,M21,,,,1
192.168.31.144,M21,,,,1
192.168.31.145,M21,,,,1
192.168.31.146,M21,,,,1
192.168.31.147,M21,,,,1
192.168.31.148,M21,,,,1
192.168.31.149,M21,,,,1
192.168.31.150,M21,,,,1
192.168.31.151,M21,,,,1
192.168.31.152,M21,,,,1
192.168.31.153,M21,,,,1
192.168.31.154,M21,,,,1
192.168.31.155,M21,,,,1
192.168.31.156,M21,,,,1
192.168.31.157,M21,,,,1
192.168.31.158,M21,,,,1
192.168.31.159,M21,,,,1
192.168.31.160,M21,,,,1
192.168.31.161,M21,,,,1
192.168.31.162,M21,,,,1
192.168.31.163,M21,,,,1
192.168.31.164,M21,,,,1
192.168.31.165,M21,,,,1
192.168.31.166,M21,,,,1
192.168.31.167,M21,,,,1
192.168.31.168,M21,,,,1
192.168.31.169,M21,,,,1
192.168.31.170,M21,,,,1
192.168.31.171,M21,,,,1
192.168.31.172,M21,,,,1
192.168.31.173,M21,,,,1
192.168.31.174,M21,,,,1
192.168.31.175,M21,,,,1
192.168.31.176,M21,,,,1
192.168.31.177,M21,,,,1
192.168.31.178,M21,,,,1
192.168.31.179,M21,,,,1
192.168.31.180,M21,,,,1
192.168.31.181,M21,,,,1
192.168.31.182,M21,,,,1
192.168.31.183,M21,,,,1
192.168.31.184,M21,,,,1
192.168.31.185,M21,,,,1
192.168.31.186,M21,,,,1
192.168.31.187,M21,,,,1
192.168.31.188,M21,,,,1
192.168.31.189,M21,,,,1
192.168.31.190,M21,,,,1
192.168.31.191,M21,,,,1
192.168.31.192,M21,,,,1
192.168.31.193,M21,,,,1
192.168.31.194,M21,,,,1
192.168.31.195,M21,,,,1
192.168.31.196,M21,,,,1
192.168.31.197,M21,,,,1
192.168.31.198,M21,,,,1
192.168.31.199,M21,,,,1
192.168.31.200,M21,,,,1
192.168.31.201,M21,,,,1
192.168.32.2,M21,,,,1
192.168.32.3,M21,,,,1
192.168.32.4,M21,,,,1
192.168.32.5,M21,,,,1
192.168.32.6,M21,,,,1
192.168.32.7,M21,,,,1
192.168.32.8,M21,,,,1
192.168.32.9,M21,,,,1
192.168.32.10,M21,,,,1
192.168.32.11,M21,,,,1
192.168.32.12,M21,,,,1
192.168.32.13,M21,,,,1
192.168.32.14,M21,,,,1
192.168.32.15,M21,,,,1
192.168.32.16,M21,,,,1
192.168.32.17,M21,,,,1
192.168.32.18,M21,,,,1
192.168.32.19,M21,,,,1
192.168.32.20,M21,,,,1
192.168.32.21,M21,,,,1
192.168.32.22,M21,,,,1
192.168.32.23,M21,,,,1
192.168.32.24,M21,,,,1
192.168.32.25,M21,,,,1
192.168.32.26,M21,,,,1
192.168.32.27,M21,,,,1
192.168.32.28,M21,,,,1
192.168.32.29,M21,,,,1
192.168.32.30,M21,,,,1
192.168.32.31,M21,,,,1
192.168.32.32,M21,,,,1
192.168.32.33,M21,,,,1
192.168.32.34,M21,,,,1
192.168.32.35,M21,,,,1
192.168.32.36,M21,,,,1
192.168.32.37,M21,,,,1
192.168.32.38,M21,,,,1
192.168.32.39,M21,,,,1
192.168.32.40,M21,,,,1
192.168.32.41,M21,,,,1
192.168.32.42,M21,,,,1
192.168.32.43,M21,,,,1
192.168.32.44,M21,,,,1
192.168.32.45,M21,,,,1
192.168.32.46,M21,,,,1
192.168.32.47,M21,,,,1
192.168.32.48,M21,,,,1
192.168.32.49,M21,,,,1
192.168.32.50,M21,,,,1
192.168.32.51,M21,,,,1
192.168.32.52,M21,,,,1
192.168.32.53,M21,,,,1
192.168.32.54,M21,,,,1
192.168.32.55,M21,,,,1
192.168.32.56,M21,,,,1
192.168.32.57,M21,,,,1
192.168.32.58,M21,,,,1
192.168.32.59,M21,,,,1
192.168.32.60,M21,,,,1
192.168.32.61,M21,,,,1
192.168.32.62,M21,,,,1
192.168.32.63,M21,,,,1
192.168.32.64,M21,,,,1
192.168.32.65,M21,,,,1
192.168.32.66,M21,,,,1
192.168.32.67,M21,,,,1
192.168.32.68,M21,,,,1
192.168.32.69,M21,,,,1
192.168.32.70,M21,,,,1
192.168.32.71,M21,,,,1
192.168.32.72,M21,,,,1
192.168.32.73,M21,,,,1
192.168.32.74,M21,,,,1
192.168.32.75,M21,,,,1
192.168.32.76,M21,,,,1
192.168.32.77,M21,,,,1
192.168.32.78,M21,,,,1
192.168.32.79,M21,,,,1
192.168.32.80,M21,,,,1
192.168.32.81,M21,,,,1
192.168.32.82,M21,,,,1
192.168.32.83,M21,,,,1
192.168.32.84,M21,,,,1
192.168.32.85,M21,,,,1
192.168.32.86,M21,,,,1
192.168.32.87,M21,,,,1
192.168.32.88,M21,,,,1
192.168.32.89,M21,,,,1
192.168.32.90,M21,,,,1
192.168.32.91,M21,,,,1
192.168.32.92,M21,,,,1
192.168.32.93,M21,,,,1
192.168.32.94,M21,,,,1
192.168.32.95,M21,,,,1
192.168.32.96,M21,,,,1
192.168.32.97,M21,,,,1
192.168.32.98,M21,,,,1
192.168.32.99,M21,,,,1
192.168.32.100,M21,,,,1
192.168.32.101,M21,,,,1
192.168.32.102,M21,,,,1
192.168.32.103,M21,,,,1
192.168.32.104,M21,,,,1
192.168.32.105,M21,,,,1
192.168.32.106,M21,,,,1
192.168.32.107,M21,,,,1
192.168.32.108,M21,,,,1
192.168.32.109,M21,,,,1
192.168.32.110,M21,,,,1
192.168.32.111,M21,,,,1
192.168.32.112,M21,,,,1
192.168.32.113,M21,,,,1
192.168.32.114,M21,,,,1
192.168.32.115,M21,,,,1
192.168.32.116,M21,,,,1
192.168.32.117,M21,,,,1
192.168.32.118,M21,,,,1
192.168.32.119,M21,,,,1
192.168.32.120,M21,,,,1
192.168.32.121,M21,,,,1
192.168.32.122,M21,,,,1
192.168.32.123,M21,,,,1
192.168.32.124,M21,,,,1
192.168.32.125,M21,,,,1
192.168.32.126,M21,,,,1
192.168.32.127,M21,,,,1
192.168.32.128,M21,,,,1
192.168.32.129,M21,,,,1
192.168.32.130,M21,,,,1
192.168.32.131,M21,,,,1
192.168.32.132,M21,,,,1
192.168.32.133,M21,,,,1
192.168.32.134,M21,,,,1
192.168.32.135,M21,,,,1
192.168.32.136,M21,,,,1
192.168.32.137,M21,,,,1
192.168.32.138,M21,,,,1
192.168.32.139,M21,,,,1
192.168.32.140,M21,,,,1
192.168.32.141,M21,,,,1
192.168.32.142,M21,,,,1
192.168.32.143,M21,,,,1
192.168.32.144,M21,,,,1
192.168.32.145,M21,,,,1
192.168.32.146,M21,,,,1
192.168.32.147,M21,,,,1
192.168.32.148,M21,,,,1
192.168.32.149,M21,,,,1
192.168.32.150,M21,,,,1
192.168.32.151,M21,,,,1
192.168.32.152,M21,,,,1
192.168.32.153,M21,,,,1
192.168.32.154,M21,,,,1
192.168.32.155,M21,,,,1
192.168.32.156,M21,,,,1
192.168.32.157,M21,,,,1
192.168.32.158,M21,,,,1
192.168.32.159,M21,,,,1
192.168.32.160,M21,,,,1
192.168.32.161,M21,,,,1
192.168.32.162,M21,,,,1
192.168.32.163,M21,,,,1
192.168.32.164,M21,,,,1
192.168.32.165,M21,,,,1
192.168.32.166,M21,,,,1
192.168.32.167,M21,,,,1
192.168.32.168,M21,,,,1
192.168.32.169,M21,,,,1
192.168.32.170,M21,,,,1
192.168.32.171,M21,,,,1
192.168.32.172,M21,,,,1
192.168.32.173,M21,,,,1
192.168.32.174,M21,,,,1
192.168.32.175,M21,,,,1
192.168.32.176,M21,,,,1
192.168.32.177,M21,,,,1
192.168.32.178,M21,,,,1
192.168.32.179,M21,,,,1
192.168.32.180,M21,,,,1
192.168.32.181,M21,,,,1
192.168.32.182,M21,,,,1
192.168.32.183,M21,,,,1
192.168.32.184,M21,,,,1
192.168.32.185,M21,,,,1
192.168.32.186,M21,,,,1
192.168.32.187,M21,,,,1
192.168.32.188,M21,,,,1
192.168.32.189,M21,,,,1
192.168.32.190,M21,,,,1
192.168.32.191,M21,,,,1
192.168.32.192,M21,,,,1
192.168.32.193,M21,,,,1
192.168.32.194,M21,,,,1
192.168.32.195,M21,,,,1
192.168.32.196,M21,,,,1
192.168.32.197,M21,,,,1
192.168.32.198,M21,,,,1
192.168.32.199,M21,,,,1
192.168.32.200,M21,,,,1
192.168.32.201,M21,,,,1
192.168.33.2,M21,,,,1
192.168.33.3,M21,,,,1
192.168.33.4,M21,,,,1
192.168.33.5,M21,,,,1
192.168.33.6,M21,,,,1
192.168.33.7,M21,,,,1
192.168.33.8,M21,,,,1
192.168.33.9,M21,,,,1
192.168.33.10,M21,,,,1
192.168.33.11,M21,,,,1
192.168.33.12,M21,,,,1
192.168.33.13,M21,,,,1
192.168.33.14,M21,,,,1
192.168.33.15,M21,,,,1
192.168.33.16,M21,,,,1
192.168.33.17,M21,,,,1
192.168.33.18,M21,,,,1
192.168.33.19,M21,,,,1
192.168.33.20,M21,,,,1
192.168.33.21,M21,,,,1
192.168.33.22,M21,,,,1
192.168.33.23,M21,,,,1
192.168.33.24,M21,,,,1
192.168.33.25,M21,,,,1
192.168.33.26,M21,,,,1
192.168.33.27,M21,,,,1
192.168.33.28,M21,,,,1
192.168.33.29,M21,,,,1
192.168.33.30,M21,,,,1
192.168.33.31,M21,,,,1
192.168.33.32,M21,,,,1
192.168.33.33,M21,,,,1
192.168.33.34,M21,,,,1
192.168.33.35,M21,,,,1
192.168.33.36,M21,,,,1
192.168.33.37,M21,,,,1
192.168.33.38,M21,,,,1
192.168.33.39,M21,,,,1
192.168.33.40,M21,,,,1
192.168.33.41,M21,,,,1
192.168.33.42,M21,,,,1
192.168.33.43,M21,,,,1
192.168.33.44,M21,,,,1
192.168.33.45,M21,,,,1
192.168.33.46,M21,,,,1
192.168.33.47,M21,,,,1
192.168.33.48,M21,,,,1
192.168.33.49,M21,,,,1
192.168.33.50,M21,,,,1
192.168.33.51,M21,,,,1
192.168.33.52,M21,,,,1
192.168.33.53,M21,,,,1
192.168.33.54,M21,,,,1
192.168.33.55,M21,,,,1
192.168.33.56,M21,,,,1
192.168.33.57,M21,,,,1
192.168.33.58,M21,,,,1
192.168.33.59,M21,,,,1
192.168.33.60,M21,,,,1
192.168.33.61,M21,,,,1
192.168.33.62,M21,,,,1
192.168.33.63,M21,,,,1
192.168.33.64,M21,,,,1
192.168.33.65,M21,,,,1
192.168.33.66,M21,,,,1
192.168.33.67,M21,,,,1
192.168.33.68,M21,,,,1
192.168.33.69,M21,,,,1
192.168.33.70,M21,,,,1
192.168.33.71,M21,,,,1
192.168.33.72,M21,,,,1
192.168.33.73,M21,,,,1
192.168.33.74,M21,,,,1
192.168.33.75,M21,,,,1
192.168.33.76,M21,,,,1
192.168.33.77,M21,,,,1
192.168.33.78,M21,,,,1
192.168.33.79,M21,,,,1
192.168.33.80,M21,,,,1
192.168.33.81,M21,,,,1
192.168.33.82,M21,,,,1
192.168.33.83,M21,,,,1
192.168.33.84,M21,,,,1
192.168.33.85,M21,,,,1
192.168.33.86,M21,,,,1
192.168.33.87,M21,,,,1
192.168.33.88,M21,,,,1
192.168.33.89,M21,,,,1
192.168.33.90,M21,,,,1
192.168.33.91,M21,,,,1
192.168.33.92,M21,,,,1
192.168.33.93,M21,,,,1
192.168.33.94,M21,,,,1
192.168.33.95,M21,,,,1
192.168.33.96,M21,,,,1
192.168.33.97,M21,,,,1
192.168.33.98,M21,,,,1
192.168.33.99,M21,,,,1
192.168.33.100,M21,,,,1
192.168.33.101,M21,,,,1
192.168.81.2,M8,,,,1
192.168.81.3,M8,,,,1
192.168.81.4,M8,,,,1
192.168.81.5,M8,,,,1
192.168.81.6,M8,,,,1
192.168.81.7,M8,,,,1
192.168.81.8,M8,,,,1
192.168.81.9,M8,,,,1
192.168.81.10,M8,,,,1
192.168.81.11,M8,,,,1
192.168.81.12,M8,,,,1
192.168.81.13,M8,,,,1
192.168.81.14,M8,,,,1
192.168.81.15,M8,,,,1
192.168.81.16,M8,,,,1
192.168.81.17,M8,,,,1
192.168.81.18,M8,,,,1
192.168.81.19,M8,,,,1
192.168.81.20,M8,,,,1
192.168.81.21,M8,,,,1
192.168.81.22,M8,,,,1
192.168.81.23,M8,,,,1
192.168.81.24,M8,,,,1
192.168.81.25,M8,,,,1
192.168.81.26,M8,,,,1
192.168.81.27,M8,,,,1
192.168.81.28,M8,,,,1
192.168.81.29,M8,,,,1
192.168.81.30,M8,,,,1
192.168.81.31,M8,,,,1
192.168.81.32,M8,,,,1
192.168.81.33,M8,,,,1
192.168.81.34,M8,,,,1
192.168.81.35,M8,,,,1
192.168.81.36,M8,,,,1
192.168.81.37,M8,,,,1
192.168.81.38,M8,,,,1
192.168.81.39,M8,,,,1
192.168.81.40,M8,,,,1
192.168.81.41,M8,,,,1
192.168.81.42,M8,,,,1
192.168.81.43,M8,,,,1
192.168.81.44,M8,,,,1
192.168.81.45,M8,,,,1
192.168.81.46,M8,,,,1
192.168.81.47,M8,,,,1
192.168.81.48,M8,,,,1
192.168.81.49,M8,,,,1
192.168.81.50,M8,,,,1
192.168.81.51,M8,,,,1
192.168.81.52,M8,,,,1
192.168.81.53,M8,,,,1
192.168.81.54,M8,,,,1
192.168.81.55,M8,,,,1
192.168.81.56,M8,,,,1
192.168.81.57,M8,,,,1
192.168.81.58,M8,,,,1
192.168.81.59,M8,,,,1
192.168.81.60,M8,,,,1
192.168.81.61,M8,,,,1
192.168.81.62,M8,,,,1
192.168.81.63,M8,,,,1
192.168.81.64,M8,,,,1
192.168.81.65,M8,,,,1
192.168.81.66,M8,,,,1
192.168.81.67,M8,,,,1
192.168.81.68,M8,,,,1
192.168.81.69,M8,,,,1
192.168.81.70,M8,,,,1
192.168.81.71,M8,,,,1
192.168.81.72,M8,,,,1
192.168.81.73,M8,,,,1
192.168.81.74,M8,,,,1
192.168.81.75,M8,,,,1
192.168.81.76,M8,,,,1
192.168.81.77,M8,,,,1
192.168.81.78,M8,,,,1
192.168.81.79,M8,,,,1
192.168.81.80,M8,,,,1
192.168.81.81,M8,,,,1
192.168.81.82,M8,,,,1
192.168.81.83,M8,,,,1
192.168.81.84,M8,,,,1
192.168.81.85,M8,,,,1
192.168.81.86,M8,,,,1
192.168.81.87,M8,,,,1
192.168.81.88,M8,,,,1
192.168.81.89,M8,,,,1
192.168.81.90,M8,,,,1
192.168.81.91,M8,,,,1
192.168.82.2,M8,,,,1
192.168.82.3,M8,,,,1
192.168.82.4,M8,,,,1
192.168.82.5,M8,,,,1
192.168.82.6,M8,,,,1
192.168.82.7,M8,,,,1
192.168.82.8,M8,,,,1
192.168.82.9,M8,,,,1
192.168.82.10,M8,,,,1
192.168.82.11,M8,,,,1
192.168.82.12,M8,,,,1
192.168.82.13,M8,,,,1
192.168.82.14,M8,,,,1
192.168.82.15,M8,,,,1
192.168.82.16,M8,,,,1
